stat_id,match_id,player_id,team_id,minutes_played,points,rebounds,assists,steals,blocks,turnovers,fg_made,fg_attempted,three_made,three_attempted,ft_made,ft_attempted,efficiency,goals,shots,shots_on_target,passes,pass_accuracy,tackles,interceptions,yellow_cards,red_cards,fouls,saves,rating,sets_played,attacks,attack_kills,serves,serve_aces,digs,receptions,reception_efficiency,errors,games_played,points_won,points_lost,smash_winners,net_shots,service_aces,unforced_errors,longest_rally,win_rate
S000135,M00016,P0033,T003,16.0,5.0,11.0,11.0,4.0,2.0,3.0,8.0,16.0,4.0,6.0,3.0,4.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000136,M00016,P0031,T003,16.0,17.0,12.0,1.0,4.0,4.0,2.0,3.0,9.0,5.0,7.0,6.0,7.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000137,M00016,P0010,T001,28.0,22.0,11.0,10.0,0.0,3.0,1.0,1.0,19.0,2.0,9.0,6.0,4.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000138,M00016,P0012,T001,36.0,33.0,11.0,6.0,0.0,0.0,1.0,6.0,16.0,6.0,2.0,5.0,3.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000139,M00016,P0005,T001,16.0,23.0,11.0,2.0,2.0,0.0,0.0,6.0,3.0,5.0,5.0,3.0,7.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000140,M00016,P0006,T001,35.0,20.0,7.0,8.0,0.0,3.0,2.0,10.0,9.0,4.0,3.0,1.0,8.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000141,M00016,P0002,T001,32.0,4.0,13.0,10.0,3.0,2.0,6.0,6.0,9.0,1.0,0.0,7.0,7.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000142,M00016,P0007,T001,18.0,26.0,3.0,1.0,3.0,1.0,4.0,6.0,15.0,1.0,9.0,0.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000143,M00016,P0004,T001,30.0,0.0,14.0,4.0,1.0,3.0,0.0,9.0,19.0,0.0,5.0,0.0,1.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000144,M00016,P0009,T001,13.0,26.0,9.0,4.0,2.0,2.0,3.0,2.0,20.0,6.0,5.0,7.0,9.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000145,M00017,P0097,T008,10.0,14.0,1.0,0.0,1.0,0.0,2.0,7.0,10.0,1.0,1.0,3.0,5.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000146,M00017,P0095,T008,38.0,34.0,0.0,11.0,0.0,2.0,6.0,1.0,6.0,0.0,4.0,1.0,4.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000147,M00017,P0098,T008,32.0,24.0,8.0,11.0,1.0,1.0,4.0,8.0,6.0,1.0,5.0,2.0,9.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000148,M00017,P0101,T008,37.0,26.0,14.0,10.0,0.0,4.0,4.0,4.0,18.0,5.0,7.0,4.0,5.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000149,M00017,P0092,T008,33.0,30.0,7.0,1.0,2.0,2.0,5.0,2.0,14.0,4.0,3.0,3.0,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000150,M00017,P0096,T008,25.0,3.0,6.0,0.0,5.0,1.0,3.0,7.0,9.0,3.0,1.0,5.0,3.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000151,M00017,P0102,T008,28.0,33.0,10.0,12.0,2.0,3.0,5.0,3.0,19.0,0.0,2.0,3.0,5.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000152,M00017,P0091,T008,24.0,32.0,6.0,12.0,3.0,1.0,0.0,5.0,16.0,1.0,10.0,4.0,9.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000153,M00017,P0002,T001,15.0,17.0,0.0,7.0,5.0,4.0,3.0,6.0,11.0,0.0,8.0,1.0,5.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000154,M00017,P0003,T001,16.0,9.0,12.0,8.0,3.0,4.0,2.0,1.0,17.0,2.0,5.0,1.0,0.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000155,M00017,P0008,T001,22.0,27.0,6.0,4.0,1.0,3.0,1.0,10.0,11.0,4.0,9.0,7.0,8.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000156,M00017,P0013,T001,13.0,3.0,7.0,1.0,1.0,0.0,0.0,1.0,11.0,1.0,1.0,8.0,1.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000157,M00017,P0010,T001,17.0,25.0,12.0,6.0,0.0,1.0,5.0,5.0,18.0,1.0,2.0,3.0,5.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000158,M00017,P0004,T001,19.0,18.0,0.0,1.0,1.0,4.0,5.0,10.0,18.0,5.0,4.0,3.0,2.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000159,M00017,P0001,T001,31.0,4.0,5.0,2.0,2.0,3.0,1.0,1.0,18.0,3.0,5.0,0.0,2.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000160,M00017,P0011,T001,38.0,4.0,5.0,10.0,0.0,4.0,2.0,8.0,3.0,3.0,3.0,7.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000161,M00018,P0014,T002,34.0,6.0,3.0,4.0,5.0,2.0,3.0,8.0,14.0,4.0,4.0,7.0,4.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000162,M00018,P0023,T002,24.0,0.0,11.0,4.0,5.0,2.0,4.0,10.0,18.0,0.0,4.0,8.0,10.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000163,M00018,P0018,T002,14.0,26.0,7.0,10.0,1.0,2.0,3.0,1.0,10.0,4.0,6.0,5.0,3.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000164,M00018,P0017,T002,12.0,12.0,12.0,10.0,0.0,2.0,5.0,9.0,17.0,4.0,2.0,4.0,10.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000165,M00018,P0022,T002,38.0,21.0,12.0,9.0,3.0,2.0,2.0,4.0,4.0,4.0,8.0,5.0,9.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000166,M00018,P0020,T002,23.0,29.0,11.0,4.0,0.0,0.0,3.0,3.0,17.0,5.0,2.0,8.0,4.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000167,M00018,P0015,T002,27.0,10.0,9.0,7.0,2.0,0.0,6.0,5.0,3.0,3.0,0.0,3.0,4.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000168,M00018,P0019,T002,28.0,7.0,1.0,7.0,2.0,0.0,3.0,6.0,3.0,0.0,4.0,2.0,5.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000169,M00018,P0029,T003,33.0,12.0,13.0,9.0,0.0,2.0,1.0,1.0,18.0,2.0,3.0,6.0,6.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000170,M00018,P0033,T003,40.0,6.0,8.0,4.0,4.0,2.0,1.0,10.0,16.0,5.0,5.0,2.0,10.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000171,M00018,P0035,T003,16.0,16.0,4.0,6.0,4.0,1.0,2.0,5.0,5.0,2.0,9.0,7.0,8.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000172,M00018,P0027,T003,22.0,27.0,3.0,2.0,4.0,3.0,5.0,6.0,19.0,5.0,5.0,7.0,5.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000173,M00018,P0026,T003,24.0,26.0,13.0,7.0,0.0,4.0,0.0,7.0,5.0,6.0,2.0,4.0,3.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000174,M00018,P0030,T003,26.0,23.0,4.0,9.0,4.0,4.0,2.0,1.0,15.0,1.0,6.0,0.0,7.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000175,M00018,P0034,T003,34.0,33.0,14.0,0.0,0.0,0.0,2.0,2.0,13.0,4.0,1.0,4.0,9.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000176,M00018,P0032,T003,32.0,21.0,1.0,1.0,5.0,4.0,5.0,9.0,4.0,5.0,3.0,8.0,2.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000177,M00019,P0075,T006,33.0,0.0,15.0,9.0,5.0,1.0,0.0,2.0,3.0,1.0,9.0,1.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000178,M00019,P0071,T006,17.0,13.0,3.0,7.0,0.0,4.0,3.0,7.0,4.0,0.0,4.0,6.0,7.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000179,M00019,P0066,T006,36.0,15.0,8.0,9.0,5.0,3.0,6.0,10.0,6.0,3.0,2.0,0.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000180,M00019,P0067,T006,36.0,15.0,5.0,8.0,5.0,4.0,1.0,8.0,18.0,2.0,4.0,1.0,9.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000181,M00019,P0074,T006,21.0,17.0,12.0,6.0,5.0,0.0,3.0,7.0,16.0,1.0,0.0,4.0,7.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000182,M00019,P0076,T006,28.0,24.0,0.0,9.0,2.0,0.0,5.0,10.0,17.0,0.0,5.0,2.0,7.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000183,M00019,P0068,T006,33.0,29.0,8.0,0.0,1.0,2.0,4.0,9.0,9.0,2.0,8.0,6.0,8.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000184,M00019,P0072,T006,15.0,9.0,11.0,10.0,5.0,4.0,2.0,8.0,7.0,2.0,10.0,4.0,6.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000185,M00019,P0035,T003,34.0,33.0,8.0,2.0,5.0,2.0,4.0,10.0,14.0,4.0,9.0,6.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000186,M00019,P0032,T003,10.0,10.0,7.0,1.0,5.0,0.0,3.0,8.0,13.0,6.0,3.0,3.0,1.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000187,M00019,P0031,T003,38.0,11.0,12.0,12.0,3.0,0.0,0.0,10.0,11.0,0.0,0.0,1.0,7.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000188,M00019,P0036,T003,21.0,1.0,5.0,5.0,0.0,3.0,3.0,3.0,20.0,1.0,3.0,4.0,7.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000189,M00019,P0027,T003,31.0,18.0,7.0,3.0,5.0,1.0,3.0,9.0,9.0,0.0,9.0,0.0,10.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000190,M00019,P0029,T003,31.0,6.0,6.0,0.0,1.0,0.0,2.0,7.0,20.0,6.0,1.0,5.0,2.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000191,M00019,P0030,T003,33.0,33.0,15.0,3.0,1.0,4.0,6.0,8.0,19.0,2.0,5.0,8.0,2.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000192,M00019,P0034,T003,12.0,28.0,13.0,10.0,3.0,0.0,4.0,2.0,7.0,6.0,8.0,4.0,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000193,M00020,P0058,T005,36.0,18.0,8.0,6.0,5.0,2.0,0.0,3.0,12.0,0.0,8.0,3.0,8.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000194,M00020,P0054,T005,29.0,32.0,9.0,6.0,4.0,0.0,4.0,2.0,18.0,2.0,10.0,0.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000195,M00020,P0051,T005,23.0,16.0,6.0,5.0,0.0,1.0,1.0,9.0,13.0,6.0,10.0,0.0,3.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000196,M00020,P0060,T005,12.0,2.0,11.0,1.0,3.0,4.0,5.0,10.0,5.0,4.0,7.0,2.0,4.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000197,M00020,P0059,T005,11.0,6.0,1.0,7.0,4.0,1.0,5.0,6.0,16.0,3.0,4.0,3.0,0.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000198,M00020,P0056,T005,11.0,1.0,6.0,8.0,4.0,3.0,5.0,1.0,20.0,3.0,0.0,6.0,6.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000199,M00020,P0061,T005,14.0,27.0,13.0,8.0,1.0,0.0,3.0,2.0,14.0,2.0,3.0,5.0,6.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000200,M00020,P0052,T005,11.0,15.0,7.0,1.0,4.0,0.0,1.0,7.0,20.0,4.0,0.0,0.0,3.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000201,M00020,P0037,T004,20.0,22.0,7.0,4.0,1.0,4.0,3.0,8.0,6.0,5.0,1.0,1.0,4.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000202,M00020,P0038,T004,27.0,13.0,15.0,11.0,5.0,2.0,6.0,4.0,17.0,5.0,4.0,5.0,8.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000203,M00020,P0050,T004,37.0,15.0,8.0,5.0,5.0,4.0,4.0,2.0,4.0,2.0,6.0,7.0,4.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000204,M00020,P0039,T004,16.0,8.0,7.0,4.0,5.0,4.0,1.0,2.0,14.0,5.0,2.0,0.0,3.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000205,M00020,P0044,T004,24.0,29.0,3.0,0.0,3.0,0.0,2.0,5.0,15.0,2.0,1.0,0.0,4.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000206,M00020,P0047,T004,29.0,24.0,15.0,0.0,3.0,3.0,3.0,1.0,10.0,1.0,6.0,2.0,10.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000207,M00020,P0041,T004,27.0,3.0,9.0,0.0,4.0,2.0,0.0,10.0,13.0,6.0,4.0,3.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000208,M00020,P0048,T004,33.0,27.0,13.0,12.0,5.0,0.0,6.0,2.0,20.0,3.0,10.0,4.0,8.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000209,M00021,P0085,T007,33.0,15.0,4.0,0.0,2.0,2.0,0.0,4.0,20.0,2.0,5.0,6.0,0.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000210,M00021,P0088,T007,18.0,23.0,8.0,10.0,2.0,4.0,0.0,2.0,12.0,4.0,10.0,5.0,4.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000211,M00021,P0089,T007,15.0,28.0,14.0,0.0,3.0,0.0,3.0,1.0,14.0,3.0,10.0,8.0,3.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000212,M00021,P0087,T007,11.0,5.0,8.0,9.0,4.0,2.0,0.0,8.0,8.0,2.0,4.0,4.0,7.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000213,M00021,P0083,T007,17.0,11.0,4.0,9.0,5.0,0.0,1.0,2.0,4.0,1.0,10.0,8.0,7.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000214,M00021,P0080,T007,20.0,2.0,7.0,0.0,5.0,2.0,2.0,1.0,14.0,4.0,0.0,3.0,5.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000215,M00021,P0082,T007,12.0,32.0,14.0,1.0,4.0,0.0,1.0,4.0,13.0,4.0,5.0,6.0,1.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000216,M00021,P0084,T007,23.0,18.0,4.0,0.0,2.0,4.0,6.0,6.0,13.0,3.0,10.0,5.0,7.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000217,M00021,P0095,T008,39.0,1.0,3.0,9.0,1.0,2.0,4.0,9.0,14.0,1.0,6.0,0.0,10.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000218,M00021,P0100,T008,14.0,24.0,2.0,1.0,1.0,4.0,4.0,10.0,20.0,5.0,6.0,8.0,1.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000219,M00021,P0091,T008,38.0,33.0,1.0,9.0,3.0,4.0,4.0,8.0,13.0,2.0,3.0,4.0,3.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000220,M00021,P0093,T008,17.0,23.0,7.0,7.0,2.0,0.0,5.0,4.0,17.0,5.0,6.0,5.0,1.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000221,M00021,P0096,T008,27.0,32.0,2.0,5.0,5.0,3.0,4.0,4.0,17.0,6.0,6.0,3.0,9.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000222,M00021,P0101,T008,36.0,8.0,7.0,12.0,3.0,4.0,5.0,3.0,11.0,6.0,4.0,5.0,5.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000223,M00021,P0102,T008,12.0,26.0,13.0,8.0,1.0,4.0,3.0,4.0,8.0,3.0,0.0,2.0,1.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000224,M00021,P0092,T008,18.0,35.0,15.0,11.0,0.0,1.0,6.0,1.0,16.0,0.0,2.0,1.0,2.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000225,M00022,P0033,T003,17.0,18.0,3.0,5.0,2.0,4.0,4.0,10.0,6.0,5.0,0.0,1.0,5.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000226,M00022,P0031,T003,24.0,26.0,14.0,11.0,3.0,2.0,6.0,8.0,7.0,5.0,2.0,8.0,1.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000227,M00022,P0035,T003,38.0,0.0,11.0,10.0,5.0,3.0,3.0,6.0,17.0,1.0,8.0,4.0,1.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000228,M00022,P0030,T003,19.0,31.0,10.0,0.0,4.0,4.0,4.0,10.0,19.0,6.0,6.0,4.0,5.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000229,M00022,P0027,T003,20.0,11.0,4.0,0.0,5.0,1.0,3.0,9.0,11.0,4.0,9.0,5.0,1.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000230,M00022,P0028,T003,19.0,10.0,3.0,4.0,2.0,3.0,3.0,4.0,8.0,2.0,4.0,1.0,3.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000231,M00022,P0036,T003,18.0,9.0,3.0,3.0,4.0,4.0,6.0,3.0,3.0,4.0,0.0,8.0,8.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000232,M00022,P0029,T003,16.0,0.0,15.0,0.0,2.0,1.0,2.0,10.0,16.0,5.0,7.0,8.0,2.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000233,M00022,P0086,T007,12.0,8.0,8.0,11.0,5.0,0.0,2.0,2.0,10.0,5.0,1.0,5.0,2.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000234,M00022,P0083,T007,20.0,17.0,14.0,10.0,5.0,4.0,5.0,2.0,13.0,0.0,6.0,1.0,8.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000235,M00022,P0080,T007,16.0,35.0,1.0,10.0,5.0,0.0,1.0,3.0,15.0,6.0,3.0,3.0,4.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000236,M00022,P0088,T007,14.0,31.0,5.0,11.0,3.0,2.0,1.0,4.0,5.0,4.0,3.0,0.0,6.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000237,M00022,P0090,T007,25.0,35.0,6.0,11.0,1.0,0.0,3.0,5.0,15.0,5.0,9.0,3.0,10.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000238,M00022,P0082,T007,25.0,33.0,5.0,4.0,1.0,2.0,5.0,8.0,18.0,6.0,10.0,6.0,9.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000239,M00022,P0085,T007,27.0,30.0,9.0,1.0,1.0,0.0,6.0,5.0,16.0,3.0,5.0,3.0,10.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000240,M00022,P0081,T007,13.0,11.0,14.0,5.0,5.0,0.0,2.0,7.0,7.0,6.0,7.0,7.0,9.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000241,M00023,P0011,T001,11.0,35.0,10.0,4.0,5.0,2.0,3.0,7.0,17.0,3.0,6.0,4.0,0.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000242,M00023,P0004,T001,25.0,14.0,10.0,10.0,0.0,2.0,3.0,7.0,10.0,4.0,2.0,8.0,3.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000243,M00023,P0001,T001,30.0,7.0,10.0,2.0,4.0,4.0,0.0,1.0,15.0,0.0,5.0,5.0,8.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000244,M00023,P0005,T001,30.0,3.0,6.0,5.0,4.0,1.0,1.0,9.0,15.0,6.0,3.0,4.0,2.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000245,M00023,P0010,T001,21.0,21.0,13.0,3.0,4.0,1.0,0.0,1.0,3.0,6.0,8.0,1.0,8.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000246,M00023,P0012,T001,35.0,31.0,1.0,2.0,2.0,2.0,0.0,4.0,10.0,0.0,4.0,1.0,6.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000247,M00023,P0007,T001,22.0,8.0,8.0,1.0,0.0,0.0,4.0,7.0,3.0,0.0,8.0,2.0,1.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000248,M00023,P0008,T001,28.0,25.0,6.0,9.0,2.0,2.0,3.0,9.0,3.0,2.0,4.0,7.0,3.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000249,M00023,P0041,T004,17.0,26.0,8.0,7.0,2.0,4.0,4.0,4.0,15.0,0.0,7.0,6.0,5.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000250,M00023,P0047,T004,27.0,6.0,14.0,3.0,4.0,0.0,3.0,4.0,17.0,2.0,7.0,1.0,10.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000251,M00023,P0046,T004,20.0,9.0,2.0,1.0,4.0,1.0,1.0,8.0,10.0,0.0,2.0,6.0,9.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000252,M00023,P0044,T004,25.0,33.0,7.0,0.0,3.0,2.0,3.0,5.0,13.0,6.0,2.0,0.0,5.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000253,M00023,P0043,T004,28.0,26.0,0.0,4.0,5.0,1.0,6.0,9.0,18.0,4.0,7.0,5.0,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000254,M00023,P0050,T004,20.0,29.0,15.0,8.0,4.0,0.0,0.0,7.0,5.0,3.0,2.0,0.0,2.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000255,M00023,P0048,T004,33.0,7.0,5.0,3.0,3.0,0.0,0.0,7.0,18.0,1.0,10.0,8.0,7.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000256,M00023,P0037,T004,33.0,35.0,13.0,6.0,0.0,2.0,0.0,7.0,12.0,5.0,10.0,4.0,8.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000257,M00024,P0100,T008,16.0,23.0,8.0,7.0,3.0,1.0,2.0,3.0,8.0,4.0,7.0,0.0,5.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000258,M00024,P0096,T008,15.0,9.0,15.0,1.0,0.0,2.0,5.0,4.0,9.0,5.0,1.0,8.0,7.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000259,M00024,P0103,T008,13.0,3.0,14.0,9.0,1.0,0.0,2.0,9.0,10.0,2.0,10.0,0.0,3.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000260,M00024,P0093,T008,19.0,27.0,9.0,5.0,4.0,3.0,2.0,9.0,20.0,5.0,10.0,3.0,1.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000261,M00024,P0101,T008,14.0,6.0,6.0,4.0,1.0,2.0,4.0,2.0,7.0,6.0,8.0,6.0,5.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000262,M00024,P0095,T008,34.0,17.0,15.0,3.0,1.0,0.0,6.0,4.0,9.0,0.0,9.0,2.0,2.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000263,M00024,P0098,T008,25.0,0.0,10.0,1.0,0.0,1.0,4.0,8.0,16.0,5.0,7.0,5.0,4.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000264,M00024,P0102,T008,34.0,7.0,7.0,8.0,3.0,3.0,6.0,7.0,18.0,2.0,4.0,8.0,5.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000265,M00024,P0065,T006,27.0,28.0,15.0,11.0,2.0,0.0,4.0,7.0,14.0,1.0,0.0,5.0,7.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000266,M00024,P0073,T006,31.0,22.0,13.0,3.0,4.0,4.0,1.0,7.0,14.0,1.0,0.0,3.0,7.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000267,M00024,P0067,T006,26.0,12.0,0.0,9.0,2.0,2.0,0.0,6.0,11.0,4.0,0.0,4.0,0.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000268,M00024,P0066,T006,18.0,30.0,12.0,0.0,5.0,2.0,2.0,1.0,3.0,6.0,7.0,7.0,7.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000269,M00024,P0074,T006,25.0,34.0,3.0,0.0,2.0,0.0,4.0,3.0,8.0,6.0,2.0,1.0,6.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S000270,M00024,P0068,T006,37.0,7.0,1.0,7.0,5.0,0.0,2.0,2.0,20.0,2.0,3.0,0.0,5.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
